Index,Datum,Jahrzehnt
714,2014-03-24 16:04:02,2010
715,2014-03-24 16:05:02,2010
716,2014-03-24 16:06:03,2010
717,2014-03-24 16:07:03,2010
718,2014-03-24 16:08:03,2010
719,2014-03-24 16:09:03,2010
720,2014-03-24 16:10:03,2010
721,2014-03-24 16:11:03,2010
722,2014-03-24 16:12:03,2010
723,2014-03-24 16:13:03,2010
724,2014-03-24 16:14:03,2010
725,2014-03-24 16:15:03,2010
726,2014-03-24 16:16:04,2010
727,2014-03-24 16:17:04,2010
728,2014-03-24 16:18:04,2010
729,2014-03-24 16:19:04,2010
730,2014-03-24 16:20:04,2010
731,2014-03-24 16:21:04,2010
732,2014-03-24 16:22:04,2010
733,2014-03-24 16:23:04,2010
734,2014-03-24 16:24:04,2010
735,2014-03-24 16:25:04,2010
736,2014-03-24 16:26:05,2010
737,2014-03-24 16:27:05,2010
738,2014-03-24 16:28:05,2010
739,2014-03-24 16:29:05,2010
740,2014-03-24 16:30:05,2010
741,2014-03-24 16:31:05,2010
742,2014-03-24 16:32:05,2010
743,2014-03-24 16:33:05,2010
744,2014-03-24 16:34:05,2010
745,2014-03-24 16:36:00,2010
746,2014-03-24 16:37:00,2010
747,2014-03-24 16:38:00,2010
748,2014-03-24 16:39:00,2010
749,2014-03-24 16:40:00,2010
750,2014-03-24 16:41:00,2010
751,2014-03-24 16:42:00,2010
752,2014-03-24 16:43:00,2010
753,2014-03-24 16:44:00,2010
754,2014-03-24 16:45:00,2010
755,2014-03-24 16:46:01,2010
756,2014-03-24 16:47:01,2010
757,2014-03-24 16:48:01,2010
758,2014-03-24 16:49:01,2010
759,2014-03-24 16:50:01,2010
760,2014-03-24 16:51:01,2010
761,2014-03-24 16:52:01,2010
762,2014-03-24 16:53:01,2010
763,2014-03-24 16:54:01,2010
764,2014-03-24 16:55:01,2010
765,2014-03-24 16:56:02,2010
766,2014-03-24 16:57:02,2010
767,2014-03-24 16:58:02,2010
768,2014-03-24 16:59:02,2010
769,2014-03-24 17:00:02,2010
770,2014-03-24 17:01:02,2010
